URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/fr/ValueSet/jdv-hl7-v3-AdministrativeGender-cisis,0.1.0,active,"2.16.840.1.113883.1.11.1",AdministrativeGender,AdministrativeGender,"AdministrativeGender",,"THO (V3)"
