URL,Version,Status,OIDs,Name,Title,Description,Used
https://interop.esante.gouv.fr/ig/fhir/fr/CodeSystem/cs-fr-v2-0066,0.1.0,active,,EmploymentStatus,employmentStatus,"HL7-defined code system of concepts which specify an employment status of a person. Used in HL7 Version 2 messaging in the GT1 segment.",
https://interop.esante.gouv.fr/ig/fhir/fr/CodeSystem/cs-fr-v3-AdministrativeGender,0.1.0,active,,AdministrativeGender,AdministrativeGender,"The gender of a person used for adminstrative purposes (as opposed to clinical gender)",
https://interop.esante.gouv.fr/ig/fhir/fr/CodeSystem/cs-fr-v3-orderableDrugForm,0.1.0,active,,OrderableDrugForm,Orderable Drug Form,"*OpenIssue:* Missing description.",
